DeathCountyCountyName,DeathCOD39ICDCode39Desc,Deaths,Population,SORT
Wood,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),49,125285,2568
Wyandot,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),11,22716,2570
Adams,Diabetes mellitus (E10-E14),6,28538,2576
Allen,Diabetes mellitus (E10-E14),40,106717,2578
Ashland,Diabetes mellitus (E10-E14),24,53544,2580
Ashtabula,Diabetes mellitus (E10-E14),45,102156,2582
Athens,Diabetes mellitus (E10-E14),10,64102,2584
Auglaize,Diabetes mellitus (E10-E14),24,45977,2586
Belmont,Diabetes mellitus (E10-E14),48,70430,2588
Brown,Diabetes mellitus (E10-E14),15,44490,2590
Butler,Diabetes mellitus (E10-E14),80,361192,2592
Carroll,Diabetes mellitus (E10-E14),12,29062,2594
Champaign,Diabetes mellitus (E10-E14),21,40127,2596
Clark,Diabetes mellitus (E10-E14),79,139829,2598
Clermont,Diabetes mellitus (E10-E14),42,194346,2600
Clinton,Diabetes mellitus (E10-E14),11,42576,2602
Columbiana,Diabetes mellitus (E10-E14),40,109153,2604
Coshocton,Diabetes mellitus (E10-E14),9,37184,2606
Crawford,Diabetes mellitus (E10-E14),10,44634,2608
Cuyahoga,Diabetes mellitus (E10-E14),385,1301540,2610
Darke,Diabetes mellitus (E10-E14),15,52996,2612
Defiance,Diabetes mellitus (E10-E14),14,39123,2614
Delaware,Diabetes mellitus (E10-E14),18,161796,2616
Erie,Diabetes mellitus (E10-E14),37,77668,2618
Fairfield,Diabetes mellitus (E10-E14),41,142915,2620
Fayette,Diabetes mellitus (E10-E14),17,28908,2622
Franklin,Diabetes mellitus (E10-E14),247,1127174,2624
Fulton,Diabetes mellitus (E10-E14),22,42800,2626
Gallia,Diabetes mellitus (E10-E14),12,30977,2628
Geauga,Diabetes mellitus (E10-E14),27,93742,2630
Greene,Diabetes mellitus (E10-E14),42,159055,2632
Guernsey,Diabetes mellitus (E10-E14),12,40531,2634
Hamilton,Diabetes mellitus (E10-E14),265,801815,2636
Hancock,Diabetes mellitus (E10-E14),20,74712,2638
Hardin,Diabetes mellitus (E10-E14),4,32132,2640
Harrison,Diabetes mellitus (E10-E14),12,15901,2642
Henry,Diabetes mellitus (E10-E14),11,28671,2644
Highland,Diabetes mellitus (E10-E14),8,43845,2646
Hocking,Diabetes mellitus (E10-E14),12,29418,2648
Holmes,Diabetes mellitus (E10-E14),10,41826,2650
Huron,Diabetes mellitus (E10-E14),28,60086,2652
Jackson,Diabetes mellitus (E10-E14),18,33144,2654
Jefferson,Diabetes mellitus (E10-E14),42,70114,2656
Knox,Diabetes mellitus (E10-E14),27,59843,2658
Lake,Diabetes mellitus (E10-E14),70,228930,2660
Lawrence,Diabetes mellitus (E10-E14),25,62748,2662
Licking,Diabetes mellitus (E10-E14),47,162375,2664
Logan,Diabetes mellitus (E10-E14),8,46154,2666
Lorain,Diabetes mellitus (E10-E14),71,298609,2668
Lucas,Diabetes mellitus (E10-E14),174,445482,2670
Madison,Diabetes mellitus (E10-E14),18,42392,2672
Mahoning,Diabetes mellitus (E10-E14),110,243453,2674
Marion,Diabetes mellitus (E10-E14),25,66487,2676
Medina,Diabetes mellitus (E10-E14),45,168775,2678
Meigs,Diabetes mellitus (E10-E14),10,23612,2680
Mercer,Diabetes mellitus (E10-E14),11,41055,2682
Miami,Diabetes mellitus (E10-E14),28,102130,2684
Monroe,Diabetes mellitus (E10-E14),3,14774,2686
Montgomery,Diabetes mellitus (E10-E14),194,540667,2688
Morgan,Diabetes mellitus (E10-E14),10,15175,2690
Morrow,Diabetes mellitus (E10-E14),4,34937,2692
Muskingum,Diabetes mellitus (E10-E14),16,85939,2694
Noble,Diabetes mellitus (E10-E14),6,14614,2696
NonOH,Diabetes mellitus (E10-E14),0,0,2698
Ottawa,Diabetes mellitus (E10-E14),20,41690,2700
Paulding,Diabetes mellitus (E10-E14),7,19735,2702
Perry,Diabetes mellitus (E10-E14),4,35582,2704
Pickaway,Diabetes mellitus (E10-E14),14,55044,2706
Pike,Diabetes mellitus (E10-E14),13,28645,2708
Portage,Diabetes mellitus (E10-E14),34,159148,2710
Preble,Diabetes mellitus (E10-E14),21,42561,2712
Putnam,Diabetes mellitus (E10-E14),13,34752,2714
Richland,Diabetes mellitus (E10-E14),40,126995,2716
Ross,Diabetes mellitus (E10-E14),29,77419,2718
Sandusky,Diabetes mellitus (E10-E14),34,61571,2720
Scioto,Diabetes mellitus (E10-E14),31,78775,2722
Seneca,Diabetes mellitus (E10-E14),31,57289,2724
Shelby,Diabetes mellitus (E10-E14),16,49284,2726
Stark,Diabetes mellitus (E10-E14),146,376877,2728
Summit,Diabetes mellitus (E10-E14),169,544275,2730
Trumbull,Diabetes mellitus (E10-E14),83,214296,2732
Tuscarawas,Diabetes mellitus (E10-E14),39,92511,2734
Union,Diabetes mellitus (E10-E14),8,49906,2736
Unknown,Diabetes mellitus (E10-E14),0,0,2738
Van Wert,Diabetes mellitus (E10-E14),26,29182,2740
Vinton,Diabetes mellitus (E10-E14),7,13566,2742
Warren,Diabetes mellitus (E10-E14),41,205258,2744
Washington,Diabetes mellitus (E10-E14),34,62253,2746
Wayne,Diabetes mellitus (E10-E14),45,114224,2748
Williams,Diabetes mellitus (E10-E14),20,38532,2750
Wood,Diabetes mellitus (E10-E14),40,125285,2752
Wyandot,Diabetes mellitus (E10-E14),12,22716,2754
Adams,Alzheimer’s disease (G30),7,28538,2760
Allen,Alzheimer’s disease (G30),47,106717,2762
Ashland,Alzheimer’s disease (G30),32,53544,2764
Ashtabula,Alzheimer’s disease (G30),21,102156,2766
Athens,Alzheimer’s disease (G30),7,64102,2768
Auglaize,Alzheimer’s disease (G30),23,45977,2770
Belmont,Alzheimer’s disease (G30),30,70430,2772
Brown,Alzheimer’s disease (G30),10,44490,2774
Butler,Alzheimer’s disease (G30),111,361192,2776
Carroll,Alzheimer’s disease (G30),10,29062,2778
Champaign,Alzheimer’s disease (G30),15,40127,2780
Clark,Alzheimer’s disease (G30),77,139829,2782
Clermont,Alzheimer’s disease (G30),39,194346,2784
Clinton,Alzheimer’s disease (G30),17,42576,2786
Columbiana,Alzheimer’s disease (G30),27,109153,2788
Coshocton,Alzheimer’s disease (G30),12,37184,2790
Crawford,Alzheimer’s disease (G30),19,44634,2792
Cuyahoga,Alzheimer’s disease (G30),398,1301540,2794
Darke,Alzheimer’s disease (G30),29,52996,2796
Defiance,Alzheimer’s disease (G30),9,39123,2798
Delaware,Alzheimer’s disease (G30),30,161796,2800
Erie,Alzheimer’s disease (G30),48,77668,2802
Fairfield,Alzheimer’s disease (G30),27,142915,2804
Fayette,Alzheimer’s disease (G30),7,28908,2806
Franklin,Alzheimer’s disease (G30),236,1127174,2808
Fulton,Alzheimer’s disease (G30),15,42800,2810
Gallia,Alzheimer’s disease (G30),10,30977,2812
Geauga,Alzheimer’s disease (G30),11,93742,2814
Greene,Alzheimer’s disease (G30),45,159055,2816
Guernsey,Alzheimer’s disease (G30),8,40531,2818
Hamilton,Alzheimer’s disease (G30),273,801815,2820
Hancock,Alzheimer’s disease (G30),27,74712,2822
Hardin,Alzheimer’s disease (G30),6,32132,2824
Harrison,Alzheimer’s disease (G30),5,15901,2826
Henry,Alzheimer’s disease (G30),11,28671,2828
Highland,Alzheimer’s disease (G30),24,43845,2830
Hocking,Alzheimer’s disease (G30),6,29418,2832
Holmes,Alzheimer’s disease (G30),11,41826,2834
Huron,Alzheimer’s disease (G30),12,60086,2836
Jackson,Alzheimer’s disease (G30),8,33144,2838
Jefferson,Alzheimer’s disease (G30),26,70114,2840
Knox,Alzheimer’s disease (G30),17,59843,2842
Lake,Alzheimer’s disease (G30),73,228930,2844
Lawrence,Alzheimer’s disease (G30),7,62748,2846
Licking,Alzheimer’s disease (G30),49,162375,2848
Logan,Alzheimer’s disease (G30),16,46154,2850
Lorain,Alzheimer’s disease (G30),131,298609,2852
Lucas,Alzheimer’s disease (G30),150,445482,2854
Madison,Alzheimer’s disease (G30),6,42392,2856
Mahoning,Alzheimer’s disease (G30),95,243453,2858
Marion,Alzheimer’s disease (G30),15,66487,2860
Medina,Alzheimer’s disease (G30),59,168775,2862
Meigs,Alzheimer’s disease (G30),9,23612,2864
Mercer,Alzheimer’s disease (G30),14,41055,2866
Miami,Alzheimer’s disease (G30),42,102130,2868
Monroe,Alzheimer’s disease (G30),3,14774,2870
Montgomery,Alzheimer’s disease (G30),257,540667,2872
Morgan,Alzheimer’s disease (G30),1,15175,2874
Morrow,Alzheimer’s disease (G30),3,34937,2876
Muskingum,Alzheimer’s disease (G30),29,85939,2878
Noble,Alzheimer’s disease (G30),3,14614,2880
NonOH,Alzheimer’s disease (G30),0,0,2882
Ottawa,Alzheimer’s disease (G30),20,41690,2884
Paulding,Alzheimer’s disease (G30),9,19735,2886
Perry,Alzheimer’s disease (G30),1,35582,2888
Pickaway,Alzheimer’s disease (G30),10,55044,2890
Pike,Alzheimer’s disease (G30),4,28645,2892
Portage,Alzheimer’s disease (G30),31,159148,2894
Preble,Alzheimer’s disease (G30),17,42561,2896
Putnam,Alzheimer’s disease (G30),9,34752,2898
Richland,Alzheimer’s disease (G30),62,126995,2900
Ross,Alzheimer’s disease (G30),28,77419,2902
Sandusky,Alzheimer’s disease (G30),24,61571,2904
Scioto,Alzheimer’s disease (G30),21,78775,2906
Seneca,Alzheimer’s disease (G30),22,57289,2908
Shelby,Alzheimer’s disease (G30),9,49284,2910
Stark,Alzheimer’s disease (G30),137,376877,2912
Summit,Alzheimer’s disease (G30),193,544275,2914
Trumbull,Alzheimer’s disease (G30),85,214296,2916
Tuscarawas,Alzheimer’s disease (G30),36,92511,2918
Union,Alzheimer’s disease (G30),3,49906,2920
Unknown,Alzheimer’s disease (G30),0,0,2922
Van Wert,Alzheimer’s disease (G30),9,29182,2924
Vinton,Alzheimer’s disease (G30),2,13566,2926
Warren,Alzheimer’s disease (G30),68,205258,2928
Washington,Alzheimer’s disease (G30),13,62253,2930
Wayne,Alzheimer’s disease (G30),30,114224,2932
Williams,Alzheimer’s disease (G30),14,38532,2934
Wood,Alzheimer’s disease (G30),30,125285,2936
Wyandot,Alzheimer’s disease (G30),7,22716,2938
Adams,Hypertensive heart disease with or without renal disease (I11I13),3,28538,2944
Allen,Hypertensive heart disease with or without renal disease (I11I13),8,106717,2946
Ashland,Hypertensive heart disease with or without renal disease (I11I13),5,53544,2948
Ashtabula,Hypertensive heart disease with or without renal disease (I11I13),7,102156,2950
Athens,Hypertensive heart disease with or without renal disease (I11I13),2,64102,2952
Auglaize,Hypertensive heart disease with or without renal disease (I11I13),3,45977,2954
Belmont,Hypertensive heart disease with or without renal disease (I11I13),12,70430,2956
Brown,Hypertensive heart disease with or without renal disease (I11I13),3,44490,2958
Butler,Hypertensive heart disease with or without renal disease (I11I13),34,361192,2960
Carroll,Hypertensive heart disease with or without renal disease (I11I13),5,29062,2962
Champaign,Hypertensive heart disease with or without renal disease (I11I13),6,40127,2964
Clark,Hypertensive heart disease with or without renal disease (I11I13),17,139829,2966
Clermont,Hypertensive heart disease with or without renal disease (I11I13),18,194346,2968
Clinton,Hypertensive heart disease with or without renal disease (I11I13),8,42576,2970
Columbiana,Hypertensive heart disease with or without renal disease (I11I13),5,109153,2972
Coshocton,Hypertensive heart disease with or without renal disease (I11I13),6,37184,2974
Crawford,Hypertensive heart disease with or without renal disease (I11I13),7,44634,2976
Cuyahoga,Hypertensive heart disease with or without renal disease (I11I13),505,1301540,2978
Darke,Hypertensive heart disease with or without renal disease (I11I13),3,52996,2980
Defiance,Hypertensive heart disease with or without renal disease (I11I13),6,39123,2982
Delaware,Hypertensive heart disease with or without renal disease (I11I13),8,161796,2984
Erie,Hypertensive heart disease with or without renal disease (I11I13),5,77668,2986
Fairfield,Hypertensive heart disease with or without renal disease (I11I13),9,142915,2988
Fayette,Hypertensive heart disease with or without renal disease (I11I13),10,28908,2990
Franklin,Hypertensive heart disease with or without renal disease (I11I13),116,1127174,2992
Fulton,Hypertensive heart disease with or without renal disease (I11I13),2,42800,2994
Gallia,Hypertensive heart disease with or without renal disease (I11I13),6,30977,2996
Geauga,Hypertensive heart disease with or without renal disease (I11I13),10,93742,2998
Greene,Hypertensive heart disease with or without renal disease (I11I13),15,159055,3000
Guernsey,Hypertensive heart disease with or without renal disease (I11I13),6,40531,3002
Hamilton,Hypertensive heart disease with or without renal disease (I11I13),140,801815,3004
Hancock,Hypertensive heart disease with or without renal disease (I11I13),15,74712,3006
Hardin,Hypertensive heart disease with or without renal disease (I11I13),1,32132,3008
Harrison,Hypertensive heart disease with or without renal disease (I11I13),2,15901,3010
Henry,Hypertensive heart disease with or without renal disease (I11I13),2,28671,3012
Highland,Hypertensive heart disease with or without renal disease (I11I13),4,43845,3014
Hocking,Hypertensive heart disease with or without renal disease (I11I13),0,29418,3016
Holmes,Hypertensive heart disease with or without renal disease (I11I13),3,41826,3018
Huron,Hypertensive heart disease with or without renal disease (I11I13),8,60086,3020
Jackson,Hypertensive heart disease with or without renal disease (I11I13),3,33144,3022
Jefferson,Hypertensive heart disease with or without renal disease (I11I13),12,70114,3024
Knox,Hypertensive heart disease with or without renal disease (I11I13),3,59843,3026
Lake,Hypertensive heart disease with or without renal disease (I11I13),53,228930,3028
Lawrence,Hypertensive heart disease with or without renal disease (I11I13),3,62748,3030
Licking,Hypertensive heart disease with or without renal disease (I11I13),17,162375,3032
Logan,Hypertensive heart disease with or without renal disease (I11I13),3,46154,3034
Lorain,Hypertensive heart disease with or without renal disease (I11I13),27,298609,3036
Lucas,Hypertensive heart disease with or without renal disease (I11I13),119,445482,3038
Madison,Hypertensive heart disease with or without renal disease (I11I13),2,42392,3040
Mahoning,Hypertensive heart disease with or without renal disease (I11I13),44,243453,3042
Marion,Hypertensive heart disease with or without renal disease (I11I13),3,66487,3044
Medina,Hypertensive heart disease with or without renal disease (I11I13),23,168775,3046
Meigs,Hypertensive heart disease with or without renal disease (I11I13),2,23612,3048
Mercer,Hypertensive heart disease with or without renal disease (I11I13),5,41055,3050
Miami,Hypertensive heart disease with or without renal disease (I11I13),17,102130,3052
Monroe,Hypertensive heart disease with or without renal disease (I11I13),5,14774,3054
Montgomery,Hypertensive heart disease with or without renal disease (I11I13),106,540667,3056
Morgan,Hypertensive heart disease with or without renal disease (I11I13),0,15175,3058
Morrow,Hypertensive heart disease with or without renal disease (I11I13),1,34937,3060
Muskingum,Hypertensive heart disease with or without renal disease (I11I13),4,85939,3062
Noble,Hypertensive heart disease with or without renal disease (I11I13),1,14614,3064
NonOH,Hypertensive heart disease with or without renal disease (I11I13),0,0,3066
Ottawa,Hypertensive heart disease with or without renal disease (I11I13),5,41690,3068
Paulding,Hypertensive heart disease with or without renal disease (I11I13),3,19735,3070
Perry,Hypertensive heart disease with or without renal disease (I11I13),1,35582,3072
Pickaway,Hypertensive heart disease with or without renal disease (I11I13),3,55044,3074
Pike,Hypertensive heart disease with or without renal disease (I11I13),4,28645,3076
Portage,Hypertensive heart disease with or without renal disease (I11I13),29,159148,3078
Preble,Hypertensive heart disease with or without renal disease (I11I13),2,42561,3080
Putnam,Hypertensive heart disease with or without renal disease (I11I13),5,34752,3082
Richland,Hypertensive heart disease with or without renal disease (I11I13),18,126995,3084
Ross,Hypertensive heart disease with or without renal disease (I11I13),5,77419,3086
Sandusky,Hypertensive heart disease with or without renal disease (I11I13),8,61571,3088
Scioto,Hypertensive heart disease with or without renal disease (I11I13),12,78775,3090
Seneca,Hypertensive heart disease with or without renal disease (I11I13),9,57289,3092
Shelby,Hypertensive heart disease with or without renal disease (I11I13),4,49284,3094
Stark,Hypertensive heart disease with or without renal disease (I11I13),50,376877,3096
Summit,Hypertensive heart disease with or without renal disease (I11I13),133,544275,3098
Trumbull,Hypertensive heart disease with or without renal disease (I11I13),63,214296,3100
Tuscarawas,Hypertensive heart disease with or without renal disease (I11I13),7,92511,3102
Union,Hypertensive heart disease with or without renal disease (I11I13),6,49906,3104
Unknown,Hypertensive heart disease with or without renal disease (I11I13),0,0,3106
Van Wert,Hypertensive heart disease with or without renal disease (I11I13),7,29182,3108
Vinton,Hypertensive heart disease with or without renal disease (I11I13),3,13566,3110
Warren,Hypertensive heart disease with or without renal disease (I11I13),14,205258,3112
Washington,Hypertensive heart disease with or without renal disease (I11I13),5,62253,3114
Wayne,Hypertensive heart disease with or without renal disease (I11I13),5,114224,3116
Williams,Hypertensive heart disease with or without renal disease (I11I13),1,38532,3118
Wood,Hypertensive heart disease with or without renal disease (I11I13),23,125285,3120
Wyandot,Hypertensive heart disease with or without renal disease (I11I13),4,22716,3122
Adams,Ischemic heart diseases (I20-I25),53,28538,3128
Allen,Ischemic heart diseases (I20-I25),235,106717,3130
Ashland,Ischemic heart diseases (I20-I25),72,53544,3132
Ashtabula,Ischemic heart diseases (I20-I25),228,102156,3134
Athens,Ischemic heart diseases (I20-I25),97,64102,3136
Auglaize,Ischemic heart diseases (I20-I25),96,45977,3138
Belmont,Ischemic heart diseases (I20-I25),206,70430,3140
Brown,Ischemic heart diseases (I20-I25),67,44490,3142
Butler,Ischemic heart diseases (I20-I25),421,361192,3144
Carroll,Ischemic heart diseases (I20-I25),55,29062,3146
Champaign,Ischemic heart diseases (I20-I25),58,40127,3148
Clark,Ischemic heart diseases (I20-I25),248,139829,3150
Clermont,Ischemic heart diseases (I20-I25),159,194346,3152
Clinton,Ischemic heart diseases (I20-I25),54,42576,3154
Columbiana,Ischemic heart diseases (I20-I25),179,109153,3156
Coshocton,Ischemic heart diseases (I20-I25),59,37184,3158
Crawford,Ischemic heart diseases (I20-I25),88,44634,3160
Cuyahoga,Ischemic heart diseases (I20-I25),2824,1301540,3162
Darke,Ischemic heart diseases (I20-I25),124,52996,3164
Defiance,Ischemic heart diseases (I20-I25),61,39123,3166
Delaware,Ischemic heart diseases (I20-I25),112,161796,3168
Erie,Ischemic heart diseases (I20-I25),143,77668,3170
Fairfield,Ischemic heart diseases (I20-I25),147,142915,3172
Fayette,Ischemic heart diseases (I20-I25),48,28908,3174
Franklin,Ischemic heart diseases (I20-I25),1111,1127174,3176
Fulton,Ischemic heart diseases (I20-I25),61,42800,3178
Gallia,Ischemic heart diseases (I20-I25),72,30977,3180
Geauga,Ischemic heart diseases (I20-I25),128,93742,3182
Greene,Ischemic heart diseases (I20-I25),231,159055,3184
Guernsey,Ischemic heart diseases (I20-I25),82,40531,3186
Hamilton,Ischemic heart diseases (I20-I25),1169,801815,3188
Hancock,Ischemic heart diseases (I20-I25),84,74712,3190
Hardin,Ischemic heart diseases (I20-I25),68,32132,3192
Harrison,Ischemic heart diseases (I20-I25),48,15901,3194
Henry,Ischemic heart diseases (I20-I25),46,28671,3196
Highland,Ischemic heart diseases (I20-I25),70,43845,3198
Hocking,Ischemic heart diseases (I20-I25),52,29418,3200
Holmes,Ischemic heart diseases (I20-I25),33,41826,3202
Huron,Ischemic heart diseases (I20-I25),93,60086,3204
Jackson,Ischemic heart diseases (I20-I25),70,33144,3206
Jefferson,Ischemic heart diseases (I20-I25),254,70114,3208
Knox,Ischemic heart diseases (I20-I25),100,59843,3210
Lake,Ischemic heart diseases (I20-I25),392,228930,3212
Lawrence,Ischemic heart diseases (I20-I25),156,62748,3214
Licking,Ischemic heart diseases (I20-I25),181,162375,3216
Logan,Ischemic heart diseases (I20-I25),70,46154,3218
Lorain,Ischemic heart diseases (I20-I25),435,298609,3220
Lucas,Ischemic heart diseases (I20-I25),926,445482,3222
Madison,Ischemic heart diseases (I20-I25),58,42392,3224
Mahoning,Ischemic heart diseases (I20-I25),519,243453,3226
Marion,Ischemic heart diseases (I20-I25),105,66487,3228
Medina,Ischemic heart diseases (I20-I25),218,168775,3230
Meigs,Ischemic heart diseases (I20-I25),60,23612,3232
Mercer,Ischemic heart diseases (I20-I25),98,41055,3234
Miami,Ischemic heart diseases (I20-I25),148,102130,3236
Monroe,Ischemic heart diseases (I20-I25),25,14774,3238
Montgomery,Ischemic heart diseases (I20-I25),826,540667,3240
Morgan,Ischemic heart diseases (I20-I25),34,15175,3242
Morrow,Ischemic heart diseases (I20-I25),50,34937,3244
Muskingum,Ischemic heart diseases (I20-I25),132,85939,3246
Noble,Ischemic heart diseases (I20-I25),22,14614,3248
NonOH,Ischemic heart diseases (I20-I25),0,0,3250
Ottawa,Ischemic heart diseases (I20-I25),102,41690,3252
Paulding,Ischemic heart diseases (I20-I25),43,19735,3254
Perry,Ischemic heart diseases (I20-I25),48,35582,3256
Pickaway,Ischemic heart diseases (I20-I25),82,55044,3258
Pike,Ischemic heart diseases (I20-I25),46,28645,3260
Portage,Ischemic heart diseases (I20-I25),203,159148,3262
Preble,Ischemic heart diseases (I20-I25),55,42561,3264
Putnam,Ischemic heart diseases (I20-I25),60,34752,3266
Richland,Ischemic heart diseases (I20-I25),218,126995,3268
Ross,Ischemic heart diseases (I20-I25),118,77419,3270
Sandusky,Ischemic heart diseases (I20-I25),113,61571,3272
Scioto,Ischemic heart diseases (I20-I25),181,78775,3274
Seneca,Ischemic heart diseases (I20-I25),101,57289,3276
Shelby,Ischemic heart diseases (I20-I25),77,49284,3278
Stark,Ischemic heart diseases (I20-I25),696,376877,3280
Summit,Ischemic heart diseases (I20-I25),768,544275,3282
Trumbull,Ischemic heart diseases (I20-I25),401,214296,3284
Tuscarawas,Ischemic heart diseases (I20-I25),185,92511,3286
Union,Ischemic heart diseases (I20-I25),35,49906,3288
Unknown,Ischemic heart diseases (I20-I25),0,0,3290
Van Wert,Ischemic heart diseases (I20-I25),59,29182,3292
Vinton,Ischemic heart diseases (I20-I25),25,13566,3294
Warren,Ischemic heart diseases (I20-I25),199,205258,3296
Washington,Ischemic heart diseases (I20-I25),85,62253,3298
Wayne,Ischemic heart diseases (I20-I25),161,114224,3300
Williams,Ischemic heart diseases (I20-I25),62,38532,3302
Wood,Ischemic heart diseases (I20-I25),175,125285,3304
Wyandot,Ischemic heart diseases (I20-I25),31,22716,3306
